Round,PlayerId,Position:Y,Position:X,Speed,State,Boosting,Boost-Counter,Damage,#Boosts,#Oil,#Lizards,LastCyberTruck:Y,LastCyberTruck:X,#Tweets,#EMPs,Score
31,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
32,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
33,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
34,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
35,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
36,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
37,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
38,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
39,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
40,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
41,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
42,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
43,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
44,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
45,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
46,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
47,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
48,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
49,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
50,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
51,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
52,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
53,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
54,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
55,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
56,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
57,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
58,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
59,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
60,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
61,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
62,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
63,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
64,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
65,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
66,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
67,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
68,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
69,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
70,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
71,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
72,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
73,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
74,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
75,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
76,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
77,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
78,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
79,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
80,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
81,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
82,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
83,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
84,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
85,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
86,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
87,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
88,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
89,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
90,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
91,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
92,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
93,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
94,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
95,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
96,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
97,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
98,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
99,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
100,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
101,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
102,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
103,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
104,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
105,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
106,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
107,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
108,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
109,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
110,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
111,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
112,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
113,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
114,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
115,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
116,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
117,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
118,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
119,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
120,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
121,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
122,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
123,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
124,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
125,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
126,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
127,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
128,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
129,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
130,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
131,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
132,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
133,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
134,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
135,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
136,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
137,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
138,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
139,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
140,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
141,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
142,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
143,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
144,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
145,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
146,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
147,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
148,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
149,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
150,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
151,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
152,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
153,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
154,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
155,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
156,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
157,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
158,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
159,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
160,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
161,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
162,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
163,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
164,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
165,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
166,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
167,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
168,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
169,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
170,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
171,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
172,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
173,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
174,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
175,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
176,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
177,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
178,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
179,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
180,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
181,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
182,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
183,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
184,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
185,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
186,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
187,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
188,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
189,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
190,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
191,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
192,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
193,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
194,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
195,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
196,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
197,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
198,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
199,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
200,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
201,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
202,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
203,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
204,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
205,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
206,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
207,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
208,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
209,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
210,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
211,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
212,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
213,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
214,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
215,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
216,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
217,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
218,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
219,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
220,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
221,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
222,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
223,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
224,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
225,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
226,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
227,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
228,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
229,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
230,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
231,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
232,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
233,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
234,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
235,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
236,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
237,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
238,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
239,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
240,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
241,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
242,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
243,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
244,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
245,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
246,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
247,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
248,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
249,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
250,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
251,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
252,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
253,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
254,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
255,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
256,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
257,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
258,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
259,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
260,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
261,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
262,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
263,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
264,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
265,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
266,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
267,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
268,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
269,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
270,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
271,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
272,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
273,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
274,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
275,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
276,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
277,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
278,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
279,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
280,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
281,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
282,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
283,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
284,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
285,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
286,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
287,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
288,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
289,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
290,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
291,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
292,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
293,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
294,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
295,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
296,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
297,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
298,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
299,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
300,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
301,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
302,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
303,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
304,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
305,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
306,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
307,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
308,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
309,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
310,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
311,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
312,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
313,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
314,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
315,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
316,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
317,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
318,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
319,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
320,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
321,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
322,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
323,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
324,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
325,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
326,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
327,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
328,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
329,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
330,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
331,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
332,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
333,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
334,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
335,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
336,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
337,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
338,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
339,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
340,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
341,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
342,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
343,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
344,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
345,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
346,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
347,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
348,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
349,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
350,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
351,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
352,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
353,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
354,1,2,53,0,ACCELERATING,false,0,5,0,1,1,,,0,0,-5
